source_document,source_page,source_citation,measurement_name,body_region,measurement_method_note,population,country,sex,age_group,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,std_dev,,0.6,6,0.2362,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,mean,,12.9,129,5.0787,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,std_dev,,1.3,13,0.5118,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,mean,,17.9,179,7.0472,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,std_dev,,0.8,8,0.315,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,mean,,8.1,81,3.189,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,mean,,2.1,21,0.8268,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,mean,,1.6,16,0.6299,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,mean,,9.3,93,3.6614,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,std_dev,,0.6,6,0.2362,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,mean,,2.7,27,1.063,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,31-60,,std_dev,,0.5,5,0.1969,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,31-60,,mean,,19.4,194,7.6378,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,31-60,,std_dev,,1.0,10,0.3937,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,31-60,,mean,,9.1,91,3.5827,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,31-60,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,31-60,,mean,,2.5,25,0.9843,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
